~,pda_encyclopedia_name,st_data_export_description,st_prop_weight,st_upgr_cost,ui_mm_repair,st_data_export_single_handed,ui_inv_accuracy,ui_inv_handling,ui_inv_damage,ui_inv_rate_of_fire,ui_ammo_count,ui_inv_wrange,ui_inv_bspeed,ui_inv_reli,ui_inv_recoil,ui_ammo_types,st_data_export_ammo_types_alt,st_data_export_hit_power
wpn_rpk,st_wpn_rpk,st_wpn_rpk_descr,4.80,35860,D,N,0%,0%,0.38999998569489,0.6,40,0,0,0%,0,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,,0.585
wpn_ppsh41_rednew,st_wpn_ppsh41_camo,st_wpn_ppsh41_descr,3.60,20580,A,N,0%,0%,0.30666667222977,0.88,71,0,0,0%,0,ammo-7.62x25-p;ammo-7.62x25-p;ammo-7.62x25-p;ammo-7.62x25-ps;ammo-7.62x25-ps;ammo-7.62x25-ps,,0.46
wpn_ppsh41,st_wpn_ppsh41,st_wpn_ppsh41_descr,3.64,15840,A,N,0%,0%,0.30666667222977,0.88,71,0,0,0%,0,ammo-7.62x25-p;ammo-7.62x25-p;ammo-7.62x25-p;ammo-7.62x25-ps;ammo-7.62x25-ps;ammo-7.62x25-ps,,0.46
wpn_pkp,st_wpn_pkp,st_wpn_pkp_descr,8.20,61880,D,N,0%,0%,0.51333332061768,0.65,100,0,0,0%,0,ammo-7.62x54-r;ammo-7.62x54-r;ammo-7.62x54-r;ammo-7.62x54-ap;ammo-7.62x54-ap;ammo-7.62x54-ap,,0.77
wpn_ak74_alt,st_wpn_ak74_alt,st_wpn_ak74_descr,3.30,30380,C,N,0%,0%,0.33333333333333,0.66,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
wpn_galil_custom,st_wpn_galil_custom,st_wpn_galil_descr,3.95,41480,D,N,0%,0%,0.50666666030884,0.684,25,0,0,0%,0,ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_ap;ammo-7.62x51_ap;ammo-7.62x51_ap,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,0.76
wpn_pkm,st_wpn_rp,st_wpn_rp_descr,7.50,53850,D,N,0%,0%,0.51333332061768,0.65,100,0,0,0%,0,ammo-7.62x54-r;ammo-7.62x54-r;ammo-7.62x54-r;ammo-7.62x54-ap;ammo-7.62x54-ap;ammo-7.62x54-ap,,0.77
wpn_aek,st_wpn_aek971,st_wpn_aek971_descr,3.40,38950,C,N,0%,0%,0.33333333333333,0.9,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,,0.5
wpn_ak74_custom,st_wpn_ak74_custom,st_wpn_ak74_descr,3.30,31580,C,N,0%,0%,0.33333333333333,0.64,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
wpn_m16a2,st_wpn_m16a2,st_wpn_m16a2_descr,3.51,35880,C,N,0%,0%,0.33333333333333,0.7,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.5
wpn_groza_nimble,st_wpn_groza_nimble,st_wpn_groza_nimble_descr,4.10,38580,D,N,0%,0%,0.38666665554047,0.75,30,0,0,0%,0,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,,0.58
wpn_ak74_modern,st_wpn_ak74_modern,st_wpn_ak74_descr,3.30,29560,C,N,0%,0%,0.33333333333333,0.68,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
wpn_g3sg1,st_wpn_g3sg1,st_wpn_g3sg1_descr,4.70,43980,D,N,0%,0%,0.5,0.5,20,0,0,0%,0,ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_ap;ammo-7.62x51_ap;ammo-7.62x51_ap,,0.75
wpn_m4a1_freedom,st_wpn_m4a1_freedom,st_wpn_m4a1_descr,3.10,33350,C,N,0%,0%,0.3266666730245,0.85,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.49
wpn_m4a1_custom,st_wpn_m4a1_custom,st_wpn_m4a1_descr,3.10,35980,C,N,0%,0%,0.3266666730245,0.82,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.49
wpn_vihr,st_wpn_vihr,st_wpn_vihr_descr,2.00,30580,D,N,0%,0%,0.41333333651225,0.9,30,0,0,0%,0,ammo-9x39-pab9;ammo-9x39-pab9;ammo-9x39-pab9;ammo-9x39-ap;ammo-9x39-ap;ammo-9x39-ap,,0.62
wpn_xm8,st_wpn_xm8,st_wpn_xm8_descr,3.77,43880,C,N,0%,0%,0.33933333555857,0.75,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.509
wpn_lr300_camo,st_wpn_lr300_camo,st_wpn_lr300_descr,3.10,36880,C,N,0%,0%,0.32333334287008,0.92,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.485
wpn_sig552,st_wpn_sig552,st_wpn_sig552_descr,3.20,32580,C,N,0%,0%,0.31999999284744,0.78,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.48
wpn_pkm_zulus,st_wpn_pkm_zulus,st_wpn_pkm_zulus_descr,7.60,58960,D,N,0%,0%,0.51333332061768,0.68,100,0,0,0%,0,ammo-7.62x54-r;ammo-7.62x54-r;ammo-7.62x54-r;ammo-7.62x54-ap;ammo-7.62x54-ap;ammo-7.62x54-ap,,0.77
wpn_m4a1_camo,st_wpn_m4a1_camo,st_wpn_m4a1_descr,3.10,38680,C,N,0%,0%,0.3266666730245,0.83,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.49
wpn_ak74u_snag,st_wpn_ak74u_snag,st_wpn_ak74u_snag_descr,2.98,28950,C,N,0%,0%,0.26666667064031,0.75,45,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,,0.4
wpn_l85_alt,st_wpn_l85_alt,st_wpn_l85_descr,3.88,35680,C,N,0%,0%,0.33999999364217,0.7,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,0.51
wpn_ak74m_pka,st_wpn_ak74m_pk-a,st_wpn_ak74m_pk-a_descr,3.40,40680,C,N,0%,0%,0.33333333333333,0.65,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
wpn_scar_new,st_wpn_scar_new,st_wpn_scar_descr,3.60,58880,D,N,0%,0%,0.5,0.663,20,0,0,0%,0,ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_ap;ammo-7.62x51_ap;ammo-7.62x51_ap,,0.75
wpn_ak74u_old,st_wpn_ak74u_old,st_wpn_ak74u_old_descr,2.48,17860,C,N,0%,0%,0.25999999046326,0.69,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,,0.39
wpn_scar,st_wpn_scar,st_wpn_scar_descr,3.60,55880,D,N,0%,0%,0.5,0.65,20,0,0,0%,0,ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_ap;ammo-7.62x51_ap;ammo-7.62x51_ap,,0.75
wpn_ak74m_camo,st_wpn_ak74m_camo,st_wpn_ak74m_descr,3.40,38360,C,N,0%,0%,0.33333333333333,0.65,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
wpn_g36,st_wpn_g36,st_wpn_g36_descr,3.77,43880,C,N,0%,0%,0.33333333333333,0.75,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.5
wpn_ak74_old,st_wpn_ak74_old,st_wpn_ak74_old_descr,3.30,23580,C,N,0%,0%,0.33333333333333,0.65,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
wpn_ak74u_camo,st_wpn_ak74u_camo,st_wpn_ak74u_descr,2.48,24550,C,N,0%,0%,0.32333334287008,0.765,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,,0.485
wpn_aug_modern,st_wpn_aug_modern,st_wpn_aug_modern_descr,3.30,42580,C,N,0%,0%,0.33999999364217,0.68,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.51
wpn_akm,st_wpn_akm,st_wpn_akm_descr,3.30,28780,D,N,0%,0%,0.38666665554047,0.6,30,0,0,0%,0,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,,0.58
wpn_ak74u,st_wpn_ak74u,st_wpn_ak74u_descr,2.48,20870,C,N,0%,0%,0.32333334287008,0.7,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,,0.485
wpn_groza,st_wpn_groza,st_wpn_groza_descr,4.00,36860,D,N,0%,0%,0.41333333651225,0.7,20,0,0,0%,0,ammo-9x39-pab9;ammo-9x39-pab9;ammo-9x39-pab9;ammo-9x39-ap;ammo-9x39-ap;ammo-9x39-ap,,0.62
wpn_abakan,st_wpn_abakan,st_wpn_abakan_descr,3.85,35850,C,N,0%,0%,0.33333333333333,0.6,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,,0.5
wpn_aug_freedom,st_wpn_aug_freedom,st_wpn_aug_descr,3.30,43380,C,N,0%,0%,0.33999999364217,0.775,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.51
wpn_ak102,st_wpn_ak102,st_wpn_ak102_descr,3.20,26690,C,N,0%,0%,0.3266666730245,0.6,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,0.49
wpn_mk14,st_wpn_mk14,st_wpn_mk14_descr,5.10,40000,D,N,0%,0%,0.50666666030884,0.725,20,0,0,0%,0,ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_ap;ammo-7.62x51_ap;ammo-7.62x51_ap,,0.76
wpn_ak101,st_wpn_ak101,st_wpn_ak101_descr,3.60,33850,C,N,0%,0%,0.33333333333333,0.6,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.5
wpn_vsk94,st_wpn_vsk94,st_wpn_vsk94_descr,2.80,33960,D,N,0%,0%,0.41333333651225,0.7,20,0,0,0%,0,ammo-9x39-pab9;ammo-9x39-pab9;ammo-9x39-pab9;ammo-9x39-ap;ammo-9x39-ap;ammo-9x39-ap,,0.62
wpn_ak104,st_wpn_ak104,st_wpn_ak104_descr,3.20,26550,D,N,0%,0%,0.37999999523163,0.6,30,0,0,0%,0,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,,0.57
wpn_fn2000,st_wpn_fn2000,st_wpn_fn2000_descr,3.80,45880,C,N,0%,0%,0.33999999364217,0.85,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.51
wpn_aug_custom,st_wpn_aug_custom,st_wpn_aug_descr,3.30,46580,C,N,0%,0%,0.33999999364217,0.7,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.51
wpn_l85_modern,st_wpn_l85_modern,st_wpn_l85_descr,3.88,38980,C,N,0%,0%,0.33999999364217,0.73,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,0.51
wpn_type63,st_wpn_type63,st_wpn_type63_descr,3.86,17880,D,N,0%,0%,0.38666665554047,0.7,20,0,0,0%,0,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,ammo-7.62x54-7n1;ammo-7.62x54-7n1;ammo-7.62x54-7n1;ammo-7.62x54-ap;ammo-7.62x54-ap;ammo-7.62x54-ap;ammo-7.62x54_7n14;ammo-7.62x54_7n14;ammo-7.62x54_7n14,0.58
wpn_famas3,st_wpn_famas3,st_wpn_famas3_descr,3.80,44900,C,N,0%,0%,0.33333333333333,0.95,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.5
wpn_fn2000_camo,st_wpn_fn2000_camo,st_wpn_fn2000_descr,3.80,53650,C,N,0%,0%,0.33999999364217,0.86,30,0,0,0%,0,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,,0.51
wpn_akms,st_wpn_akms,st_wpn_akms_descr,3.30,28780,D,N,0%,0%,0.38666665554047,0.6,30,0,0,0%,0,ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap,,0.58
wpn_ash12,st_wpn_ash12,st_wpn_ash12_descr,4.50,37100,D,N,0%,0%,0.44000001748403,0.65,10,0,0,0%,0,ammo-12.7x55-fmj;ammo-12.7x55-fmj;ammo-12.7x55-fmj;ammo_12.7x55_ap;ammo_12.7x55_ap;ammo_12.7x55_ap,,0.66
wpn_m60,st_wpn_m60,st_wpn_m60_descr,10.50,67000,D,N,0%,0%,0.50999999046326,0.5,100,0,0,0%,0,ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_fmj;ammo-7.62x51_ap;ammo-7.62x51_ap;ammo-7.62x51_ap,,0.765
wpn_ak12,st_wpn_ak12,st_wpn_ak12_descr,3.20,36880,C,N,0%,0%,0.33333333333333,0.65,30,0,0,0%,0,ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-fmj;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ep;ammo-5.45x39-ap;ammo-5.45x39-ap;ammo-5.45x39-ap,ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-fmj;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ss190;ammo-5.56x45-ap;ammo-5.56x45-ap;ammo-5.56x45-ap,0.5
