~,st_data_export_price_multiplier
okep77,0.44
okp,0.44
pgo7gs,0.44
picture_woman,0.44
pka,0.44
pl15_scolaz,0.44
pn23,0.44
pn23fore,0.44
point_aimpro,0.44
porn,0.44
porn2,0.44
pri_a17_gauss_rifle,0.44
pri_a19_american_experiment_info,0.44
pri_a19_lab_x10_info,0.44
pri_a19_lab_x16_info,0.44
pri_a19_lab_x18_info,0.44
pri_a19_lab_x7_info,0.44
pri_a25_explosive_charge_item,0.44
pri_b35_lab_x8_key,0.44
pri_b36_monolith_hiding_place_pda,0.44
pri_decoder_documents,0.44
pritseldob,0.44
protein,0.44
ps01,0.44
pso1m21,0.44
pso2,0.44
radio,0.44
radio2,0.44
radio_connections_pda,0.44
raid_access_card_agr_und,0.44
raid_access_card_jup_und,0.44
raid_access_card_x18,0.44
raid_extra_loot_1,0.44
raid_extra_loot_10,0.44
raid_extra_loot_2,0.44
raid_extra_loot_3,0.44
raid_extra_loot_4,0.44
raid_extra_loot_5,0.44
raid_extra_loot_6,0.44
raid_extra_loot_7,0.44
raid_extra_loot_8,0.44
raid_extra_loot_9,0.44
raid_fuel_item,0.44
raid_map_travel_k01_darkscape_infected,0.44
raid_map_travel_k01_darkscape_scouting,0.44
raid_map_travel_l06_rostok_scouting,0.44
raid_map_travel_l09_deadcity_infected,0.44
raid_map_travel_l09_deadcity_scouting,0.44
raid_map_travel_y04_pole_infected,0.44
raisins,0.44
rakurs,0.44
ration_ru,0.44
ration_ukr,0.44
rebirth,0.44
recipe_advanced_1,0.44
recipe_advanced_2,0.44
recipe_advanced_3,0.44
recipe_advanced_4,0.44
recipe_ammo_1,0.44
recipe_ammo_2,0.44
recipe_ammo_3,0.44
recipe_ammo_4,0.44
recipe_basic_1,0.44
recipe_basic_2,0.44
recipe_basic_3,0.44
recipe_basic_4,0.44
recipe_drug_1,0.44
recipe_drug_2,0.44
recipe_drug_3,0.44
recipe_drug_4,0.44
recipe_expert_1,0.44
recipe_expert_2,0.44
recipe_expert_3,0.44
recipe_expert_4,0.44
redline_novice_outfit,0.44
renegade_exo_outfit,0.44
renegade_patch,0.44
renegade_scientific_outfit,0.44
renegademerc_outfit,0.44
rmr,0.44
rope,0.44
roubles,0.44
salicidic_acid,0.44
salmon,0.44
sausage,0.44
scientific_outfit,0.44
shakal,0.44
shovel_mili,0.44
shovel_old,0.44
silen98,0.44
spec_alt,0.44
specops_bandit_outfit,0.44
specops_dolg_outfit,0.44
specops_merc_outfit,0.44
specops_outfit,0.44
specter,0.44
sr1upgr1,0.44
sr2_upkit,0.44
stalker_autumn_outfit,0.44
stalker_bear_outfit,0.44
stalker_drought_outfit,0.44
stalker_graphite_outfit,0.44
stalker_outfit,0.44
stalker_outfit_alt,0.44
stalker_outfit_barge,0.44
stalker_outfit_camo,0.44
stalker_patch,0.44
stalker_predator_outfit,0.44
stalker_proto_exo_outfit,0.44
stalker_salamander_outfit,0.44
stalker_tigerstripe_outfit,0.44
stalker_vineleaf_outfit,0.44
stick_bred,0.44
stick_kolbasa,0.44
stick_kolbasa_bred,0.44
stimpack,0.44
stimpack_army,0.44
stimpack_scientic,0.44
survival_kit,0.44
susat,0.44
susatov,0.44
svoboda_exo_outfit,0.44
svoboda_exolight_outfit,0.44
svoboda_heavy_outfit,0.44
svoboda_heavy_outfit_2,0.44
svoboda_light_outfit,0.44
svoboda_light_proto_exo_outfit,0.44
svoboda_scientific_outfit,0.44
swamp,0.44
synthrope,0.44
tarpaulin,0.44
tea,0.44
test_container,0.44
tetanus,0.44
tobacco,0.44
tomato,0.44
toolkit_1,0.44
toolkit_2,0.44
toolkit_3,0.44
travel_outfit,0.44
trenchcoat_brown_outfit,0.44
trenchcoat_dolg_brown_outfit,0.44
trenchcoat_freedom_brown_outfit,0.44
trenchcoat_green_outfit,0.44
trenchcoat_outfit,0.44
triji,0.44
tushonka,0.44
u2p2g0r,0.44
underwear,0.44
upg220,0.44
uptacppsh,0.44
usp1,0.44
vodka,0.44
vodka2,0.44
vodka_quality,0.44
walkie,0.44
wastelander_outfit,0.44
water_drink,0.44
welding_goggles,0.44
wpn_9a91,0.44
wpn_9a91_1p29,0.44
wpn_9a91_kobra,0.44
wpn_9a91_ps01,0.44
wpn_9a91_pso1m21,0.44
wpn_abakan,0.44
wpn_abakan_1p29,0.44
wpn_abakan_camo,0.44
wpn_abakan_camo_1p29,0.44
wpn_abakan_camo_kobra,0.44
wpn_abakan_camo_ps01,0.44
wpn_abakan_kobra,0.44
wpn_abakan_n,0.44
wpn_abakan_ps01,0.44
wpn_ace21,0.44
wpn_ace21_ac10632,0.44
wpn_ace21_acog,0.44
wpn_ace21_eot,0.44
wpn_adar2_15,0.44
wpn_addon_grenade_launcher,0.44
wpn_addon_grenade_launcher_m203,0.44
wpn_addon_scope,0.44
wpn_addon_scope_g43,0.44
wpn_addon_scope_galil,0.44
wpn_addon_scope_mosin,0.44
wpn_addon_scope_po4x34,0.44
wpn_addon_scope_pu,0.44
wpn_addon_scope_susat,0.44
wpn_addon_scope_zf4,0.44
wpn_addon_silencer,0.44
wpn_aek,0.44
wpn_aek_1p29,0.44
wpn_aek_camo,0.44
wpn_aek_camo_1p29,0.44
wpn_aek_camo_kobra,0.44
wpn_aek_camo_ps01,0.44
wpn_aek_duty,0.44
wpn_aek_duty_1p29,0.44
wpn_aek_duty_kobra,0.44
wpn_aek_duty_ps01,0.44
wpn_aek_kobra,0.44
wpn_aek_ps01,0.44
wpn_ak,0.44
wpn_ak101,0.44
wpn_ak101_1p29,0.44
wpn_ak101_ac10632,0.44
wpn_ak101_acog,0.44
wpn_ak101_camo,0.44
wpn_ak101_camo_1p29,0.44
wpn_ak101_camo_ac10632,0.44
wpn_ak101_camo_acog,0.44
wpn_ak101_camo_eot,0.44
wpn_ak101_camo_kobra,0.44
wpn_ak101_camo_ps01,0.44
wpn_ak101_eot,0.44
wpn_ak101_kobra,0.44
wpn_ak101_ps01,0.44
wpn_ak102,0.44
wpn_ak102_1p29,0.44
wpn_ak102_ac10632,0.44
wpn_ak102_acog,0.44
wpn_ak102_eot,0.44
wpn_ak102_kobra,0.44
wpn_ak102_ps01,0.44
wpn_ak103,0.44
wpn_ak103_1p29,0.44
wpn_ak103_camo,0.44
wpn_ak103_camo_1p29,0.44
wpn_ak103_camo_kobra,0.44
wpn_ak103_camo_ps01,0.44
wpn_ak103_kobra,0.44
wpn_ak103_ps01,0.44
wpn_ak104,0.44
wpn_ak104_1p29,0.44
wpn_ak104_alfa,0.44
wpn_ak104_kobra,0.44
wpn_ak104_ps01,0.44
wpn_ak105,0.44
wpn_ak105_1p29,0.44
wpn_ak105_bas,0.44
wpn_ak105_bas_shakal,0.44
wpn_ak105_bas_swamp,0.44
wpn_ak105_kobra,0.44
wpn_ak105_ps01,0.44
wpn_ak105_sp,0.44
wpn_ak12,0.44
wpn_ak12_ac10632,0.44
wpn_ak12_acog,0.44
wpn_ak12_bas,0.44
wpn_ak12_custom,0.44
wpn_ak12_custom_mono_kit,0.44
wpn_ak12_eot,0.44
wpn_ak12_m1,0.44
wpn_ak12_mono_com,0.44
wpn_ak5c_bas,0.44
wpn_ak5c_bas_5c_tik,0.44
wpn_ak5c_isg,0.44
wpn_ak74,0.44
wpn_ak74_1p29,0.44
wpn_ak74_alt,0.44
wpn_ak74_alt_1p29,0.44
wpn_ak74_alt_kobra,0.44
wpn_ak74_alt_ps01,0.44
wpn_ak74_custom,0.44
wpn_ak74_custom_1p29,0.44
wpn_ak74_custom_kobra,0.44
wpn_ak74_custom_ps01,0.44
wpn_ak74_isg,0.44
wpn_ak74_kobra,0.44
wpn_ak74_modern,0.44
wpn_ak74_modern_1p29,0.44
wpn_ak74_modern_kobra,0.44
wpn_ak74_modern_ps01,0.44
wpn_ak74_n,0.44
wpn_ak74_old,0.44
wpn_ak74_pmc,0.44
wpn_ak74_ps01,0.44
wpn_ak74_rpk,0.44
wpn_ak74m,0.44
wpn_ak74m_1p29,0.44
wpn_ak74m_alt,0.44
wpn_ak74m_alt_1p29,0.44
wpn_ak74m_alt_kobra,0.44
wpn_ak74m_alt_ps01,0.44
wpn_ak74m_beard,0.44
wpn_ak74m_camo,0.44
wpn_ak74m_camo_1p29,0.44
wpn_ak74m_camo_kobra,0.44
wpn_ak74m_camo_ps01,0.44
wpn_ak74m_custom,0.44
wpn_ak74m_custom_1p29,0.44
wpn_ak74m_custom_kobra,0.44
wpn_ak74m_custom_ps01,0.44
wpn_ak74m_duty,0.44
wpn_ak74m_duty_1p29,0.44
wpn_ak74m_duty_kobra,0.44
wpn_ak74m_duty_ps01,0.44
wpn_ak74m_kobra,0.44
wpn_ak74m_n,0.44
wpn_ak74m_pka,0.44
wpn_ak74m_ps01,0.44
wpn_ak74u,0.44
wpn_ak74u_1p29,0.44
wpn_ak74u_camo,0.44
wpn_ak74u_camo_1p29,0.44
wpn_ak74u_camo_kobra,0.44
wpn_ak74u_camo_ps01,0.44
wpn_ak74u_custom,0.44
wpn_ak74u_custom_1p29,0.44
wpn_ak74u_custom_kobra,0.44
wpn_ak74u_custom_ps01,0.44
wpn_ak74u_isg,0.44
wpn_ak74u_kobra,0.44
wpn_ak74u_m1_isg,0.44
wpn_ak74u_n1,0.44
wpn_ak74u_old,0.44
wpn_ak74u_ps01,0.44
wpn_ak74u_snag,0.44
wpn_ak74u_tac,0.44
wpn_akm,0.44
wpn_akm_1p29,0.44
wpn_akm_alfa,0.44
wpn_akm_bas,0.44
wpn_akm_isg,0.44
wpn_akm_kobra,0.44
wpn_akm_ps01,0.44
wpn_akms,0.44
wpn_akms_1p29,0.44
wpn_akms_alt,0.44
wpn_akms_alt_1p29,0.44
wpn_akms_alt_kobra,0.44
wpn_akms_alt_ps01,0.44
wpn_akms_bas,0.44
wpn_akms_kobra,0.44
wpn_akms_ps01,0.44
wpn_aks,0.44
wpn_aks74,0.44
wpn_aks74_1p29,0.44
wpn_aks74_kobra,0.44
wpn_aks74_new,0.44
wpn_aks74_new_1p29,0.44
wpn_aks74_new_kobra,0.44
wpn_aks74_new_ps01,0.44
wpn_aks74_ps01,0.44
wpn_aps,0.44
wpn_aps_bas,0.44
wpn_aps_bas_apsabigo,0.44
wpn_ar15_freedom,0.44
wpn_ash12,0.44
wpn_ash12_ac10632,0.44
wpn_ash12_acog,0.44
wpn_ash12_c-more,0.44
wpn_ash12_eot,0.44
wpn_aug,0.44
wpn_aug_a1_bas,0.44
wpn_aug_a1_custom_bas,0.44
wpn_aug_a3,0.44
wpn_aug_a3_ac10632,0.44
wpn_aug_a3_acog,0.44
wpn_aug_a3_bas,0.44
wpn_aug_a3_c-more,0.44
wpn_aug_a3_custom_bas,0.44
wpn_aug_a3_eot,0.44
wpn_aug_custom,0.44
wpn_aug_freedom,0.44
wpn_aug_merc,0.44
wpn_aug_modern,0.44
wpn_axe,0.44
wpn_axe2,0.44
wpn_axe3,0.44
wpn_beretta,0.44
wpn_beretta_alt,0.44
wpn_beretta_camo,0.44
wpn_beretta_modern,0.44
wpn_binoc_inv,0.44
wpn_bizon,0.44
wpn_bizon_1p29,0.44
wpn_bizon_kobra,0.44
wpn_bizon_ps01,0.44
wpn_bm16,0.44
wpn_bm16_alt,0.44
wpn_bm16_full,0.44
wpn_bm16_full_alt,0.44
wpn_colt1911,0.44
wpn_colt1911_alt,0.44
wpn_colt1911_camo,0.44
wpn_colt1911_custom,0.44
wpn_colt1911_duty,0.44
wpn_colt1911_merc,0.44
wpn_colt1911_modern,0.44
wpn_colt1911_n,0.44
wpn_colt1911_new,0.44
wpn_cz52,0.44
wpn_cz75,0.44
wpn_cz75_auto,0.44
wpn_desert_eagle,0.44
wpn_desert_eagle_custom,0.44
wpn_desert_eagle_modern,0.44
wpn_desert_eagle_nimble,0.44
wpn_dvl10,0.44
wpn_dvl10_m1,0.44
wpn_fal,0.44
wpn_fal_ac10632,0.44
wpn_fal_acog,0.44
wpn_fal_aus,0.44
wpn_fal_c-more,0.44
wpn_fal_eot,0.44
wpn_fal_sa58_osw,0.44
wpn_famas3,0.44
wpn_famas3_ac10632,0.44
wpn_famas3_acog,0.44
wpn_famas3_eot,0.44
wpn_fn2000,0.44
wpn_fn2000_camo,0.44
wpn_fn2000_custom,0.44
wpn_fn2000_nimble,0.44
wpn_fn57,0.44
wpn_fn57_bas,0.44
wpn_fnc,0.44
wpn_fnp45,0.44
wpn_fnp45_custom,0.44
wpn_fnx45,0.44
wpn_fnx45_alt,0.44
wpn_fnx45_custom,0.44
wpn_fort,0.44
wpn_fort500,0.44
wpn_fort_snag,0.44
wpn_g28,0.44
wpn_g3,0.44
wpn_g36,0.44
wpn_g36_camo,0.44
wpn_g36_nimble,0.44
wpn_g36k,0.44
wpn_g3_ac10632,0.44
wpn_g3_acog,0.44
wpn_g3_eot,0.44
wpn_g3sg1,0.44
wpn_g43,0.44
wpn_galil,0.44
wpn_galil_custom,0.44
wpn_galil_modern,0.44
wpn_gauss,0.44
wpn_glock,0.44
wpn_glock17,0.44
wpn_glock17_m1,0.44
wpn_glock_custom,0.44
wpn_glock_modern,0.44
wpn_groza,0.44
wpn_groza_nimble,0.44
wpn_gsh18,0.44
wpn_gsh18_custom,0.44
wpn_hk416,0.44
wpn_hk416_ac10632,0.44
wpn_hk416_acog,0.44
wpn_hk416_eot,0.44
wpn_hk417,0.44
wpn_hk417_acog,0.44
wpn_hk417_eot,0.44
wpn_howa20,0.44
wpn_hpsa,0.44
wpn_hpsa_alt,0.44
wpn_k98,0.44
wpn_k98_mod,0.44
wpn_kar98_retrotac,0.44
wpn_karabiner98k,0.44
wpn_kiparis,0.44
wpn_kiparis_m1,0.44
wpn_kiparis_m2,0.44
wpn_kiparis_m3,0.44
wpn_kiparis_s,0.44
wpn_knife,0.44
wpn_knife2,0.44
wpn_knife3,0.44
wpn_knife4,0.44
wpn_knife5,0.44
wpn_knife7,0.44
wpn_knife8,0.44
wpn_knife9,0.44
wpn_korth,0.44
wpn_korth_custom,0.44
wpn_ks23,0.44
wpn_ks23_23_up,0.44
wpn_ks23_kaban,0.44
wpn_ks23_kaban_kab_up,0.44
wpn_l85,0.44
wpn_l85_alt,0.44
wpn_l85_custom,0.44
wpn_l85_m1,0.44
wpn_l85_m2,0.44
wpn_l85_m3,0.44
wpn_l85_modern,0.44
wpn_l85a2,0.44
wpn_l85a2_alt,0.44
wpn_l85a2_custom,0.44
wpn_l85a2_modern,0.44
wpn_l96a1,0.44
wpn_l96a1m,0.44
wpn_lr300,0.44
wpn_lr300_ac10632,0.44
wpn_lr300_acog,0.44
wpn_lr300_camo,0.44
wpn_lr300_camo_ac10632,0.44
wpn_lr300_camo_acog,0.44
wpn_lr300_camo_eot,0.44
wpn_lr300_custom,0.44
wpn_lr300_custom_ac10632,0.44
wpn_lr300_custom_acog,0.44
wpn_lr300_custom_eot,0.44
wpn_lr300_eot,0.44
wpn_m16,0.44
wpn_m16_ac10632,0.44
wpn_m16_acog,0.44
wpn_m16_eot,0.44
wpn_m16a2,0.44
wpn_m24,0.44
wpn_m249,0.44
wpn_m249_ac10632,0.44
wpn_m249_acog,0.44
wpn_m249_eot,0.44
wpn_m4,0.44
wpn_m4_ac10632,0.44
wpn_m4_acog,0.44
wpn_m4_butcher,0.44
wpn_m4_eot,0.44
wpn_m4_ru556,0.44
wpn_m4_skryaga,0.44
wpn_m4_tac,0.44
wpn_m4a1,0.44
wpn_m4a1_ac10632,0.44
wpn_m4a1_acog,0.44
wpn_m4a1_camo,0.44
wpn_m4a1_camo_ac10632,0.44
wpn_m4a1_camo_acog,0.44
wpn_m4a1_camo_eot,0.44
wpn_m4a1_custom,0.44
wpn_m4a1_custom_ac10632,0.44
wpn_m4a1_custom_acog,0.44
wpn_m4a1_custom_eot,0.44
wpn_m4a1_eot,0.44
wpn_m4a1_freedom,0.44
wpn_m4a1_freedom_ac10632,0.44
wpn_m4a1_freedom_acog,0.44
wpn_m4a1_freedom_eot,0.44
wpn_m4a1_siber,0.44
wpn_m60,0.44
wpn_m79,0.44
wpn_m82,0.44
wpn_m98b,0.44
wpn_mk14,0.44
wpn_mk14_ac10632,0.44
wpn_mk14_acog,0.44
wpn_mk14_c-more,0.44
wpn_mk14_eot,0.44
wpn_mosin,0.44
wpn_mossberg590,0.44
wpn_mp133,0.44
wpn_mp133_bas,0.44
wpn_mp153,0.44
wpn_mp153_bas,0.44
wpn_mp153_m1,0.44
wpn_mp412,0.44
wpn_mp443,0.44
wpn_mp5,0.44
wpn_mp5_ac10632,0.44
wpn_mp5_acog,0.44
wpn_mp5_alt,0.44
wpn_mp5_alt_ac10632,0.44
wpn_mp5_alt_acog,0.44
wpn_mp5_alt_eot,0.44
wpn_mp5_custom,0.44
wpn_mp5_custom_ac10632,0.44
wpn_mp5_custom_acog,0.44
wpn_mp5_custom_eot,0.44
wpn_mp5_eot,0.44
wpn_mp5_nimble,0.44
wpn_mp5_nimble_ac10632,0.44
wpn_mp5_nimble_acog,0.44
wpn_mp5_nimble_eot,0.44
wpn_mp5sd,0.44
wpn_mp5sd_ac10632,0.44
wpn_mp5sd_acog,0.44
wpn_mp5sd_custom,0.44
wpn_mp5sd_custom_ac10632,0.44
wpn_mp5sd_custom_acog,0.44
wpn_mp5sd_custom_eot,0.44
wpn_mp5sd_eot,0.44
wpn_mp5sd_new,0.44
wpn_mp5sd_new_ac10632,0.44
wpn_mp5sd_new_acog,0.44
wpn_mp5sd_new_eot,0.44
wpn_mp7,0.44
wpn_mp7_ac10632,0.44
wpn_mp7_acog,0.44
wpn_mp7_c-more,0.44
wpn_mp7_eot,0.44
wpn_oc33,0.44
wpn_p90,0.44
wpn_p90_ac10632,0.44
wpn_p90_acog,0.44
wpn_p90_eot,0.44
wpn_pb,0.44
wpn_pb_bas,0.44
wpn_pb_bas_custom,0.44
wpn_pb_custom,0.44
wpn_pk_siber,0.44
wpn_pkm,0.44
wpn_pkm_siber,0.44
wpn_pkm_zenit_shorty,0.44
wpn_pkm_zenit_siber,0.44
wpn_pkm_zulus,0.44
wpn_pkp,0.44
wpn_pkp_siber,0.44
wpn_pkp_tac_siber,0.44
wpn_pl15,0.44
wpn_pl15_pl15_scolaz,0.44
wpn_pl15_tan,0.44
wpn_pl15_tan_pl15_scolaz,0.44
wpn_pm,0.44
wpn_pm_actor,0.44
wpn_pm_bas,0.44
wpn_pm_bas_actor,0.44
wpn_pm_bas_custom,0.44
wpn_pm_custom,0.44
wpn_pmm,0.44
wpn_pmm_bas,0.44
wpn_pp2000,0.44
wpn_pp2000_ac10632,0.44
wpn_pp2000_acog,0.44
wpn_pp2000_eot,0.44
wpn_ppsh41,0.44
wpn_ppsh41_rednew,0.44
wpn_ppsh41_woodnew,0.44
wpn_ppsh_bas,0.44
wpn_ppsh_bas_uptacppsh,0.44
wpn_protecta,0.44
wpn_protecta_aim,0.44
wpn_protecta_camo,0.44
wpn_protecta_custom,0.44
wpn_protecta_nimble,0.44
wpn_rem700_aics,0.44
wpn_rem700_mcmillan,0.44
wpn_remington700,0.44
wpn_remington870,0.44
wpn_remington870_ac10632,0.44
wpn_remington870_c-more,0.44
wpn_remington870_eot,0.44
wpn_rg-6,0.44
wpn_rpd,0.44
wpn_rpg26,0.44
wpn_rpg7,0.44
wpn_rpk,0.44
wpn_rpk74,0.44
wpn_rpk74_16,0.44
wpn_rpk74_1p29,0.44
wpn_rpk74_kobra,0.44
wpn_rpk74_ps01,0.44
wpn_saiga12s,0.44
wpn_saiga12s_1p29,0.44
wpn_saiga12s_isg,0.44
wpn_saiga12s_kobra,0.44
wpn_saiga12s_m1,0.44
wpn_saiga12s_m2,0.44
wpn_saiga12s_ps01,0.44
wpn_scar,0.44
wpn_scar_ac10632,0.44
wpn_scar_acog,0.44
wpn_scar_custom,0.44
wpn_scar_custom_ac10632,0.44
wpn_scar_custom_acog,0.44
wpn_scar_custom_eot,0.44
wpn_scar_eot,0.44
wpn_scar_l_tac,0.44
wpn_scar_new,0.44
wpn_scar_new_ac10632,0.44
wpn_scar_new_acog,0.44
wpn_scar_new_eot,0.44
wpn_scar_siber,0.44
wpn_scar_siber_black,0.44
wpn_scar_siber_m1,0.44
wpn_scar_siber_m1_black,0.44
wpn_scar_siber_m2,0.44
wpn_scar_siber_m2_custom,0.44
wpn_sig220,0.44
wpn_sig220_custom,0.44
wpn_sig220_n,0.44
wpn_sig220_n_u2p2g0r,0.44
wpn_sig220_n_upg220,0.44
wpn_sig220_nimble,0.44
wpn_sig226,0.44
wpn_sig226_226sig_kit,0.44
wpn_sig550,0.44
wpn_sig550_ac10632,0.44
wpn_sig550_acog,0.44
wpn_sig550_camo,0.44
wpn_sig550_camo_ac10632,0.44
wpn_sig550_camo_acog,0.44
wpn_sig550_camo_eot,0.44
wpn_sig550_custom,0.44
wpn_sig550_custom_ac10632,0.44
wpn_sig550_custom_acog,0.44
wpn_sig550_custom_eot,0.44
wpn_sig550_eot,0.44
wpn_sig550_luckygun,0.44
wpn_sig550_luckygun_ac10632,0.44
wpn_sig550_luckygun_acog,0.44
wpn_sig550_luckygun_eot,0.44
wpn_sig550_siber,0.44
wpn_sig550_sniper,0.44
wpn_sig550_tac_siber,0.44
wpn_sig552,0.44
wpn_sig552_ac10632,0.44
wpn_sig552_acog,0.44
wpn_sig552_eot,0.44
wpn_sig552_isg_siber,0.44
wpn_sig552_siber,0.44
wpn_sig552_tac_siber,0.44
wpn_sil_45,0.44
wpn_sil_57,0.44
wpn_sil_6p9,0.44
wpn_sil_9a91,0.44
wpn_sil_9mm,0.44
wpn_sil_aac762,0.44
wpn_sil_apb,0.44
wpn_sil_aps,0.44
wpn_sil_atg,0.44
wpn_sil_auga,0.44
wpn_sil_black_box,0.44
wpn_sil_daniel,0.44
wpn_sil_forester,0.44
wpn_sil_g28,0.44
wpn_sil_geks545,0.44
wpn_sil_gemtech,0.44
wpn_sil_hex23,0.44
wpn_sil_hexagon,0.44
wpn_sil_kac4,0.44
wpn_sil_kek12,0.44
wpn_sil_kip,0.44
wpn_sil_kzrzp,0.44
wpn_sil_lapu7,0.44
wpn_sil_m42k,0.44
wpn_sil_nato,0.44
wpn_sil_osp9,0.44
wpn_sil_osprey,0.44
wpn_sil_pbs1,0.44
wpn_sil_pbs4,0.44
wpn_sil_pl15,0.44
wpn_sil_pmm,0.44
wpn_sil_rotor,0.44
wpn_sil_salvo,0.44
wpn_sil_scorp,0.44
wpn_sil_spec_isg,0.44
wpn_sil_sr1m,0.44
wpn_sil_sr25,0.44
wpn_sil_surfire,0.44
wpn_sil_tgp-a,0.44
wpn_sil_tgpv,0.44
wpn_sil_timberwolf,0.44
wpn_sil_veresk,0.44
wpn_sil_vihr,0.44
wpn_sks,0.44
wpn_sks_b,0.44
wpn_sks_modern,0.44
wpn_sks_molot,0.44
wpn_sks_tac,0.44
wpn_spas12,0.44
wpn_spas12_custom,0.44
wpn_spas12_nimble,0.44
wpn_sr1m,0.44
wpn_sr1m_gurza_up,0.44
wpn_sr1m_sr1upgr1,0.44
wpn_sr25,0.44
wpn_sr2_m1,0.44
wpn_sr2_m2,0.44
wpn_sr2_veresk,0.44
wpn_sr2_veresk_sr2_upkit,0.44
wpn_sv98,0.44
wpn_sv98_custom,0.44
wpn_svd,0.44
wpn_svd_1p29,0.44
wpn_svd_custom,0.44
wpn_svd_custom_1p29,0.44
wpn_svd_custom_kobra,0.44
wpn_svd_custom_ps01,0.44
wpn_svd_kobra,0.44
wpn_svd_m1,0.44
wpn_svd_nimble,0.44
wpn_svd_ps01,0.44
wpn_svds,0.44
wpn_svds_pmc,0.44
wpn_svt40,0.44
wpn_svt40_modern,0.44
wpn_svu,0.44
wpn_svu_1p29,0.44
wpn_svu_alt,0.44
wpn_svu_alt_1p29,0.44
wpn_svu_alt_kobra,0.44
wpn_svu_alt_ps01,0.44
wpn_svu_kobra,0.44
wpn_svu_nimble,0.44
wpn_svu_nimble_1p29,0.44
wpn_svu_nimble_kobra,0.44
wpn_svu_nimble_ps01,0.44
wpn_svu_ps01,0.44
wpn_toz106,0.44
wpn_toz106_m1,0.44
wpn_toz34,0.44
wpn_toz34_bull,0.44
wpn_toz34_custom,0.44
wpn_toz34_decor,0.44
wpn_toz34_mark4,0.44
wpn_toz34_obrez,0.44
wpn_toz34_obrez_custom,0.44
wpn_toz34_obrez_decor,0.44
wpn_trg,0.44
wpn_tt33,0.44
wpn_tt33_modern,0.44
wpn_type63,0.44
wpn_ump45,0.44
wpn_ump45_ac10632,0.44
wpn_ump45_acog,0.44
wpn_ump45_custom,0.44
wpn_ump45_custom_ac10632,0.44
wpn_ump45_custom_acog,0.44
wpn_ump45_custom_eot,0.44
wpn_ump45_eot,0.44
wpn_upd,0.44
wpn_usas12,0.44
wpn_usp,0.44
wpn_usp_custom,0.44
wpn_usp_match,0.44
wpn_usp_nimble,0.44
wpn_usp_tac,0.44
wpn_val,0.44
wpn_val_1p29,0.44
wpn_val_kobra,0.44
wpn_val_modern,0.44
wpn_val_modern_1p29,0.44
wpn_val_modern_kobra,0.44
wpn_val_modern_ps01,0.44
wpn_val_pso1m21,0.44
wpn_val_tac,0.44
wpn_vepr,0.44
wpn_vepr_1p29,0.44
wpn_vepr_kobra,0.44
wpn_vepr_ps01,0.44
wpn_vihr,0.44
wpn_vihr_1p29,0.44
wpn_vihr_kobra,0.44
wpn_vihr_ps01,0.44
wpn_vihr_pso1m21,0.44
wpn_vintorez,0.44
wpn_vintorez_1p29,0.44
wpn_vintorez_1pn93,0.44
wpn_vintorez_alt,0.44
wpn_vintorez_alt_1p29,0.44
wpn_vintorez_alt_kobra,0.44
wpn_vintorez_alt_pso1m21,0.44
wpn_vintorez_isg,0.44
wpn_vintorez_kobra,0.44
wpn_vintorez_m1,0.44
wpn_vintorez_m2,0.44
wpn_vintorez_n1,0.44
wpn_vintorez_nimble,0.44
wpn_vintorez_pso1m21,0.44
wpn_vityaz,0.44
wpn_vityaz_ac10632,0.44
wpn_vityaz_acog,0.44
wpn_vityaz_eot,0.44
wpn_vsk94,0.44
wpn_vsk94_1p29,0.44
wpn_vsk94_kobra,0.44
wpn_vsk94_pso1m21,0.44
wpn_vssk,0.44
wpn_vz61,0.44
wpn_vz61_alt,0.44
wpn_vz61_camo,0.44
wpn_vz61_freedom,0.44
wpn_vz61_scorpion,0.44
wpn_vz61_scorpion_m1,0.44
wpn_vz61_scorpion_m2,0.44
wpn_wa2000,0.44
wpn_walther,0.44
wpn_walther_custom,0.44
wpn_walther_p99,0.44
wpn_walther_p99_mod9,0.44
wpn_wincheaster1300,0.44
wpn_wincheaster1300_trapper,0.44
wpn_xm8,0.44
yadylin,0.44
zat_a23_access_card,0.44
zat_a23_gauss_rifle_docs,0.44
zat_a23_labx8_key,0.44
zat_b12_documents_1,0.44
zat_b12_documents_2,0.44
zat_b12_key_1,0.44
zat_b12_key_2,0.44
zat_b20_noah_pda,0.44
zat_b22_medic_pda,0.44
zat_b33_safe_container,0.44
zat_b39_joker_pda,0.44
zat_b40_notebook,0.44
zat_b40_pda_1,0.44
zat_b40_pda_2,0.44
zat_b40_sarge_pda,0.44
zat_b44_barge_pda,0.44
zat_b57_gas,0.44
